entity_label,entity_class,oid,mentioned,entity,
UBERON_0002347,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002347,
UBERON_0002347,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0002347,
UBERON_0001007,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001007,
UBERON_0001007,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0001007,
UBERON_0002336,Class,hp.owl,12,http://purl.obolibrary.org/obo/UBERON_0002336,
UBERON_0002336,Class,mp.owl,4,http://purl.obolibrary.org/obo/UBERON_0002336,
UBERON_0003642,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0003642,
UBERON_0003642,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0003642,
UBERON_0002285,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0002285,
UBERON_0002285,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0002285,
UBERON_0002417,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002417,
UBERON_0002417,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002417,
increased pressure,Class,hp.owl,4,http://purl.obolibrary.org/obo/PATO_0001576,
increased pressure,Class,mp.owl,12,http://purl.obolibrary.org/obo/PATO_0001576,
decreased mass,Class,hp.owl,7,http://purl.obolibrary.org/obo/PATO_0001562,
decreased mass,Class,mp.owl,9,http://purl.obolibrary.org/obo/PATO_0001562,
UBERON_0002362,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002362,
UBERON_0002362,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002362,
UBERON_0001166,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001166,
UBERON_0001166,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001166,
UBERON_0004382,Class,hp.owl,14,http://purl.obolibrary.org/obo/UBERON_0004382,
UBERON_0004382,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0004382,
GO_0031513,Class,mp.owl,15,http://purl.obolibrary.org/obo/GO_0031513,
UBERON_0007722,Class,hp.owl,9,http://purl.obolibrary.org/obo/UBERON_0007722,
UBERON_0007722,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0007722,
CHEBI_26216,Class,hp.owl,5,http://purl.obolibrary.org/obo/CHEBI_26216,
CHEBI_26216,Class,mp.owl,10,http://purl.obolibrary.org/obo/CHEBI_26216,
increased volume,Class,hp.owl,5,http://purl.obolibrary.org/obo/PATO_0000595,
increased volume,Class,mp.owl,10,http://purl.obolibrary.org/obo/PATO_0000595,
exserted,Class,hp.owl,5,http://purl.obolibrary.org/obo/PATO_0000623,
exserted,Class,mp.owl,10,http://purl.obolibrary.org/obo/PATO_0000623,
UBERON_0001763,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001763,
UBERON_0001763,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001763,
UBERON_0001898,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001898,
UBERON_0001898,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001898,
CHEBI_17234,Class,hp.owl,7,http://purl.obolibrary.org/obo/CHEBI_17234,
CHEBI_17234,Class,mp.owl,8,http://purl.obolibrary.org/obo/CHEBI_17234,
UBERON_0001300,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001300,
UBERON_0001300,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0001300,
UBERON_0001421,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001421,
UBERON_0001421,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001421,
UBERON_0001460,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001460,
UBERON_0001460,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001460,
UBERON_0001461,Class,hp.owl,11,http://purl.obolibrary.org/obo/UBERON_0001461,
UBERON_0001461,Class,mp.owl,4,http://purl.obolibrary.org/obo/UBERON_0001461,
UBERON_0001465,Class,hp.owl,10,http://purl.obolibrary.org/obo/UBERON_0001465,
UBERON_0001465,Class,mp.owl,5,http://purl.obolibrary.org/obo/UBERON_0001465,
premature closure,Class,hp.owl,3,http://purl.obolibrary.org/obo/PATO_0002166,
premature closure,Class,mp.owl,12,http://purl.obolibrary.org/obo/PATO_0002166,
UBERON_0003450,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0003450,
UBERON_0003450,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0003450,
UBERON_0002190,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002190,
UBERON_0002190,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002190,
UBERON_0002170,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002170,
UBERON_0002170,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002170,
UBERON_0002264,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0002264,
UBERON_0002264,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0002264,
UBERON_0002244,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002244,
UBERON_0002244,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002244,
CHEBI_22984,Class,hp.owl,6,http://purl.obolibrary.org/obo/CHEBI_22984,
CHEBI_22984,Class,mp.owl,9,http://purl.obolibrary.org/obo/CHEBI_22984,
UBERON_0002407,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002407,
UBERON_0002407,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002407,
UBERON_0001105,Class,hp.owl,10,http://purl.obolibrary.org/obo/UBERON_0001105,
UBERON_0001105,Class,mp.owl,5,http://purl.obolibrary.org/obo/UBERON_0001105,
UBERON_0001045,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001045,
UBERON_0001045,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001045,
UBERON_0002363,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002363,
UBERON_0002363,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002363,
UBERON_0002361,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002361,
UBERON_0002361,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002361,
UBERON_0003685,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0003685,
UBERON_0003685,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0003685,
UBERON_0003861,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0003861,
UBERON_0003861,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0003861,
UBERON_0002481,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002481,
UBERON_0002481,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002481,
UBERON_0004395,Class,hp.owl,13,http://purl.obolibrary.org/obo/UBERON_0004395,
UBERON_0004395,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0004395,
UBERON_0004390,Class,hp.owl,13,http://purl.obolibrary.org/obo/UBERON_0004390,
UBERON_0004390,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0004390,
UBERON_0004391,Class,hp.owl,13,http://purl.obolibrary.org/obo/UBERON_0004391,
UBERON_0004391,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0004391,
UBERON_0015042,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0015042,
UBERON_0015042,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0015042,
UBERON_0015036,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0015036,
UBERON_0015036,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0015036,
UBERON_2000089,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_2000089,
UBERON_2000089,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_2000089,
UBERON_0004710,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0004710,
UBERON_0004710,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0004710,
UBERON_0004708,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0004708,
UBERON_0004708,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0004708,
UBERON_0002067,Class,hp.owl,3,http://purl.obolibrary.org/obo/UBERON_0002067,
UBERON_0002067,Class,mp.owl,11,http://purl.obolibrary.org/obo/UBERON_0002067,
UBERON_0002030,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002030,
UBERON_0002030,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0002030,
UBERON_0007811,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0007811,
UBERON_0007811,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0007811,
GO_0032941,Class,mp.owl,14,http://purl.obolibrary.org/obo/GO_0032941,
CHEBI_35143,Class,hp.owl,4,http://purl.obolibrary.org/obo/CHEBI_35143,
CHEBI_35143,Class,mp.owl,10,http://purl.obolibrary.org/obo/CHEBI_35143,
UBERON_0006849,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0006849,
UBERON_0006849,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0006849,
UBERON_0005500,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0005500,
UBERON_0005500,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0005500,
MPATH_74,Class,hp.owl,8,http://purl.obolibrary.org/obo/MPATH_74,
MPATH_74,Class,mp.owl,6,http://purl.obolibrary.org/obo/MPATH_74,
UBERON_0018376,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0018376,
UBERON_0018376,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0018376,
CL_0000236,Class,hp.owl,7,http://purl.obolibrary.org/obo/CL_0000236,
CL_0000236,Class,mp.owl,7,http://purl.obolibrary.org/obo/CL_0000236,
CL_0000084,Class,hp.owl,7,http://purl.obolibrary.org/obo/CL_0000084,
CL_0000084,Class,mp.owl,7,http://purl.obolibrary.org/obo/CL_0000084,
UBERON_0006051,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0006051,
UBERON_0006051,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0006051,
CL_0000775,Class,hp.owl,7,http://purl.obolibrary.org/obo/CL_0000775,
CL_0000775,Class,mp.owl,7,http://purl.obolibrary.org/obo/CL_0000775,
CL_0000609,Class,mp.owl,14,http://purl.obolibrary.org/obo/CL_0000609,
UBERON_0022303,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0022303,
UBERON_0022303,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0022303,
UBERON_0000914,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0000914,
UBERON_0000914,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0000914,
chronic,Class,hp.owl,7,http://purl.obolibrary.org/obo/PATO_0001863,
chronic,Class,mp.owl,5,http://purl.obolibrary.org/obo/PATO_0001863,
chronic,Class,nbo.owl,2,http://purl.obolibrary.org/obo/PATO_0001863,
UBERON_0000414,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0000414,
UBERON_0000414,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0000414,
CHEBI_16113,Class,hp.owl,2,http://purl.obolibrary.org/obo/CHEBI_16113,
CHEBI_16113,Class,mp.owl,12,http://purl.obolibrary.org/obo/CHEBI_16113,
UBERON_0000010,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0000010,
UBERON_0000010,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0000010,
liquid consumption,Class,nbo.owl,14,http://purl.obolibrary.org/obo/NBO_0000130,
UBERON_0001288,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001288,
UBERON_0001288,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001288,
UBERON_0000161,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0000161,
UBERON_0000161,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0000161,
UBERON_0002726,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002726,
UBERON_0002726,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002726,
deviation towards the lateral side,Class,hp.owl,14,http://purl.obolibrary.org/obo/PATO_0002176,
deviation,Class,hp.owl,13,http://purl.obolibrary.org/obo/PATO_0002175,
deviation,Class,mp.owl,1,http://purl.obolibrary.org/obo/PATO_0002175,
generalized,Class,hp.owl,14,http://purl.obolibrary.org/obo/PATO_0002403,
UBERON_0001508,Class,hp.owl,4,http://purl.obolibrary.org/obo/UBERON_0001508,
UBERON_0001508,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0001508,
UBERON_0001697,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0001697,
UBERON_0001697,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0001697,
UBERON_0001690,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001690,
UBERON_0001690,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001690,
UBERON_0000362,Class,hp.owl,4,http://purl.obolibrary.org/obo/UBERON_0000362,
UBERON_0000362,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0000362,
DOID_657,Class,mp.owl,14,http://purl.obolibrary.org/obo/DOID_657,
UBERON_0001676,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0001676,
UBERON_0001676,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0001676,
UBERON_2100271,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_2100271,
UBERON_2100271,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_2100271,
UBERON_0000310,Class,hp.owl,12,http://purl.obolibrary.org/obo/UBERON_0000310,
UBERON_0000310,Class,mp.owl,2,http://purl.obolibrary.org/obo/UBERON_0000310,
UBERON_0001008,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001008,
UBERON_0001008,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001008,
UBERON_0003646,Class,hp.owl,11,http://purl.obolibrary.org/obo/UBERON_0003646,
UBERON_0003646,Class,mp.owl,3,http://purl.obolibrary.org/obo/UBERON_0003646,
UBERON_0004890,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0004890,
UBERON_0004890,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0004890,
UBERON_0002298,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002298,
UBERON_0002298,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002298,
UBERON_0002418,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0002418,
UBERON_0002418,Class,mp.owl,9,http://purl.obolibrary.org/obo/UBERON_0002418,
UBERON_0002464,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002464,
UBERON_0002464,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002464,
non-functional,Class,hp.owl,10,http://purl.obolibrary.org/obo/PATO_0001511,
non-functional,Class,mp.owl,4,http://purl.obolibrary.org/obo/PATO_0001511,
arrested,Class,hp.owl,1,http://purl.obolibrary.org/obo/PATO_0000297,
arrested,Class,mp.owl,13,http://purl.obolibrary.org/obo/PATO_0000297,
increased mass,Class,hp.owl,2,http://purl.obolibrary.org/obo/PATO_0001563,
increased mass,Class,mp.owl,9,http://purl.obolibrary.org/obo/PATO_0001563,
increased mass,Class,nbo.owl,3,http://purl.obolibrary.org/obo/PATO_0001563,
UBERON_0001041,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001041,
UBERON_0001041,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001041,
UBERON_0001020,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001020,
UBERON_0001020,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001020,
UBERON_0002355,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002355,
UBERON_0002355,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0002355,
UBERON_0002394,Class,hp.owl,3,http://purl.obolibrary.org/obo/UBERON_0002394,
UBERON_0002394,Class,mp.owl,11,http://purl.obolibrary.org/obo/UBERON_0002394,
UBERON_0001160,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001160,
UBERON_0001160,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001160,
UBERON_0004412,Class,hp.owl,12,http://purl.obolibrary.org/obo/UBERON_0004412,
UBERON_0004412,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0004412,
GO_0007585,Class,hp.owl,4,http://purl.obolibrary.org/obo/GO_0007585,
GO_0007585,Class,mp.owl,9,http://purl.obolibrary.org/obo/GO_0007585,
UBERON_0004535,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0004535,
UBERON_0004535,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0004535,
UBERON_0002021,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0002021,
UBERON_0002021,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002021,
GO_0031514,Class,hp.owl,1,http://purl.obolibrary.org/obo/GO_0031514,
GO_0031514,Class,mp.owl,12,http://purl.obolibrary.org/obo/GO_0031514,
has fewer parts of type,Class,hp.owl,8,http://purl.obolibrary.org/obo/PATO_0002001,
has fewer parts of type,Class,mp.owl,5,http://purl.obolibrary.org/obo/PATO_0002001,
GO_0030425,Class,hp.owl,3,http://purl.obolibrary.org/obo/GO_0030425,
GO_0030425,Class,mp.owl,10,http://purl.obolibrary.org/obo/GO_0030425,
GO_0030424,Class,hp.owl,6,http://purl.obolibrary.org/obo/GO_0030424,
GO_0030424,Class,mp.owl,7,http://purl.obolibrary.org/obo/GO_0030424,
CHEBI_17996,Class,hp.owl,6,http://purl.obolibrary.org/obo/CHEBI_17996,
CHEBI_17996,Class,mp.owl,7,http://purl.obolibrary.org/obo/CHEBI_17996,
UBERON_0007721,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0007721,
UBERON_0007721,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0007721,
UBERON_0009767,Class,hp.owl,12,http://purl.obolibrary.org/obo/UBERON_0009767,
UBERON_0009767,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0009767,
CL_0000127,Class,hp.owl,3,http://purl.obolibrary.org/obo/CL_0000127,
CL_0000127,Class,mp.owl,10,http://purl.obolibrary.org/obo/CL_0000127,
UBERON_0006048,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0006048,
UBERON_0006048,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0006048,
increased susceptibility toward,Class,hp.owl,1,http://purl.obolibrary.org/obo/PATO_0001669,
increased susceptibility toward,Class,mp.owl,12,http://purl.obolibrary.org/obo/PATO_0001669,
insufficient,Class,hp.owl,6,http://purl.obolibrary.org/obo/PATO_0001628,
insufficient,Class,mp.owl,7,http://purl.obolibrary.org/obo/PATO_0001628,
UBERON_0000988,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0000988,
UBERON_0000988,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0000988,
decreased frequency,Class,hp.owl,2,http://purl.obolibrary.org/obo/PATO_0000381,
decreased frequency,Class,mp.owl,9,http://purl.obolibrary.org/obo/PATO_0000381,
decreased frequency,Class,nbo.owl,2,http://purl.obolibrary.org/obo/PATO_0000381,
UBERON_0001728,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001728,
UBERON_0001728,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001728,
UBERON_0001712,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001712,
UBERON_0001712,Class,mp.owl,5,http://purl.obolibrary.org/obo/UBERON_0001712,
UBERON_0001773,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001773,
UBERON_0001773,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001773,
UBERON_0001871,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001871,
UBERON_0001871,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001871,
UBERON_0001870,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001870,
UBERON_0001870,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001870,
UBERON_0001819,Class,hp.owl,9,http://purl.obolibrary.org/obo/UBERON_0001819,
UBERON_0001819,Class,mp.owl,4,http://purl.obolibrary.org/obo/UBERON_0001819,
MPATH_218,Class,mp.owl,13,http://purl.obolibrary.org/obo/MPATH_218,
UBERON_0000006,Class,hp.owl,2,http://purl.obolibrary.org/obo/UBERON_0000006,
UBERON_0000006,Class,mp.owl,11,http://purl.obolibrary.org/obo/UBERON_0000006,
UBERON_0001353,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001353,
UBERON_0001353,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001353,
UBERON_0000017,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0000017,
UBERON_0000017,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0000017,
slender,Class,hp.owl,13,http://purl.obolibrary.org/obo/PATO_0002212,
UBERON_0003946,Class,hp.owl,2,http://purl.obolibrary.org/obo/UBERON_0003946,
UBERON_0003946,Class,mp.owl,11,http://purl.obolibrary.org/obo/UBERON_0003946,
UBERON_0001567,Class,hp.owl,7,http://purl.obolibrary.org/obo/UBERON_0001567,
UBERON_0001567,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0001567,
towards,ObjectProperty,nbo.owl,13,http://purl.obolibrary.org/obo/pato#towards,
UBERON_0002171,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0002171,
UBERON_0002171,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002171,
UBERON_0001000,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0001000,
UBERON_0001000,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0001000,
UBERON_0002299,Class,hp.owl,5,http://purl.obolibrary.org/obo/UBERON_0002299,
UBERON_0002299,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002299,
UBERON_0002416,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0002416,
UBERON_0002416,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002416,
UBERON_0002372,Class,hp.owl,8,http://purl.obolibrary.org/obo/UBERON_0002372,
UBERON_0002372,Class,mp.owl,5,http://purl.obolibrary.org/obo/UBERON_0002372,
UBERON_0002515,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0002515,
UBERON_0002515,Class,mp.owl,7,http://purl.obolibrary.org/obo/UBERON_0002515,
secretion,Class,hp.owl,2,http://purl.obolibrary.org/obo/GO_0046903,
secretion,Class,mp.owl,11,http://purl.obolibrary.org/obo/GO_0046903,
UBERON_0002483,Class,hp.owl,3,http://purl.obolibrary.org/obo/UBERON_0002483,
UBERON_0002483,Class,mp.owl,10,http://purl.obolibrary.org/obo/UBERON_0002483,
UBERON_2100947,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_2100947,
UBERON_2100947,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_2100947,
UBERON_0003038,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0003038,
UBERON_0003038,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0003038,
UBERON_0004356,Class,hp.owl,4,http://purl.obolibrary.org/obo/UBERON_0004356,
UBERON_0004356,Class,mp.owl,8,http://purl.obolibrary.org/obo/UBERON_0004356,
UBERON_0005769,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0005769,
UBERON_0005769,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0005769,
GO_0043234,Class,hp.owl,6,http://purl.obolibrary.org/obo/GO_0043234,
GO_0043234,Class,mp.owl,6,http://purl.obolibrary.org/obo/GO_0043234,
GO_0007601,Class,MFOEM.owl,1,http://purl.obolibrary.org/obo/GO_0007601,
GO_0007601,Class,hp.owl,5,http://purl.obolibrary.org/obo/GO_0007601,
GO_0007601,Class,mp.owl,4,http://purl.obolibrary.org/obo/GO_0007601,
GO_0007601,Class,nbo.owl,2,http://purl.obolibrary.org/obo/GO_0007601,
UBERON_0016527,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0016527,
UBERON_0016527,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0016527,
UBERON_0016529,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0016529,
UBERON_0016529,Class,mp.owl,6,http://purl.obolibrary.org/obo/UBERON_0016529,
UBERON_0018606,Class,hp.owl,6,http://purl.obolibrary.org/obo/UBERON_0018606,
